image_id,x,y,width,height,english_text,hindi_text,bengali_text,malayalam_text,odia_text
2317891,233,254,34,44,letter on the wood block,लकड़ी के ब्लॉक पर पत्र,কাঠের ব্লকে চিঠি,വുഡൻ ബ്ലോക്കിലെ അക്ഷരം,କାଠ ବ୍ଲକରେ ଚିଠି |
713527,347,300,62,105,Two butcher block knive sets.,दो कसाई ब्लॉक चाकू सेट।,দুটি কসাই ব্লক নাইভ সেট।,രണ്ട് കശാപ്പ് ബ്ലോക്ക് കത്തി സെറ്റുകൾ.,ଦୁଇଟି ବୁଟର୍ ବ୍ଲକ୍ ଛୁରୀ ସେଟ୍ |
2344357,28,369,20,86,A sideways rendered date stamp,एक बग़ल में तारीख की मुहर लगी,পার্শ্ববর্তী স্থানে তারিখের স্ট্যাম্প রেন্ডার করা,ഒരു വശത്ത് റെൻഡർ ചെയ്ത തീയതി സ്റ്റാമ്പ്,ଏକ ପାର୍ଶ୍ୱରେ ତାରିଖ ଷ୍ଟାମ୍ପ୍ ଉପସ୍ଥାପିତ ହୋଇଛି
2352428,0,0,498,297,White second story porch,दूसरी सफेद कहानी पोर्च,সাদা দ্বিতীয় গল্প বারান্দা,വെളുത്ത രണ്ടാമത്തെ സ്റ്റോറി പോർച്ച്,ଧଳା ଦ୍ୱିତୀୟ କାହାଣୀ ବାରଣ୍ଡା |
2403194,438,126,38,101,a door on the side of the court,कोर्ट की तरफ एक दरवाजा,দরজার পাশের একটি দরজা,കോർട്ടിന്റെ വശത്ത് ഒരു വാതിൽ,କୋର୍ଟର ପାର୍ଶ୍ୱରେ ଏକ ଦ୍ୱାର |
2316318,341,280,144,92,a block defining the space for the bench,खंड के लिए स्थान को परिभाषित करने वाला एक ब्लॉक,বেঞ্চের জন্য স্থান নির্ধারণকারী একটি ব্লক,ബെഞ്ചിനുള്ള ഇടം നിർവചിക്കുന്ന ഒരു ബ്ലോക്ക്,ବେଞ୍ଚ ପାଇଁ ସ୍ଥାନ ବ୍ୟାଖ୍ୟା କରୁଥିବା ଏକ ବ୍ଲକ |
2403633,441,267,30,72,block of white text,सफेद पाठ का खंड,সাদা পাঠ্য ব্লক,വെളുത്ത വാചകത്തിന്റെ ബ്ലോക്ക്,ଧଳା ପାଠ୍ୟର ବ୍ଲକ
2391709,53,91,285,408,a brown cat is stand,एक भूरी बिल्ली खड़ी है,একটি বাদামী বিড়াল স্ট্যান্ড হয়,ഒരു തവിട്ട് പൂച്ച സ്റ്റാൻഡ് ആണ്,ଏକ ବାଦାମୀ ବିଲେଇ ଛିଡା ହୋଇଛି |
2328248,21,163,279,325,A train is going very fast,एक ट्रेन बहुत तेज चल रही है,একটি ট্রেন খুব দ্রুত চলছে,ട്രെയിൻ വളരെ വേഗത്തിൽ പോകുന്നു,ଏକ ଟ୍ରେନ୍ ବହୁତ ଦ୍ରୁତ ଗତିରେ ଯାଉଛି |
2337884,17,15,170,146,Red and white Stop sign with characters in a non-English language,गैर-अंग्रेजी भाषा में वर्णों के साथ लाल और सफेद स्टॉप साइन,অ-ইংরাজী ভাষায় অক্ষরগুলির সাথে লাল এবং সাদা স্টপ সাইন,ഇംഗ്ലീഷ് ഇതര ഭാഷയിൽ ചുവപ്പും വെള്ളയും നിർത്തുക പ്രതീകങ്ങളുള്ള അടയാളം,ଏକ ଅଣ-ଇଂରାଜୀ ଭାଷାରେ ଅକ୍ଷର ସହିତ ଲାଲ୍ ଏବଂ ଧଳା ଷ୍ଟପ୍ ଚିହ୍ନ |
2318204,209,281,7,37,the shin guard on the players leg,खिलाड़ियों के पैर में पिंडली की रक्षा,খেলোয়াড়দের পায়ে শিন গার্ড,കളിക്കാരുടെ കാലിലെ ഷിൻ ഗാർഡ്,ଖେଳାଳୀଙ୍କ ଗୋଡରେ ସଚିନ୍ ଗାର୍ଡ |
2371720,327,114,91,159,A tennis player standing in the court,कोर्ट में खड़ा एक टेनिस खिलाड़ी,একটি টেনিস খেলোয়াড় কোর্টে দাঁড়িয়ে,ഒരു ടെന്നീസ് കളിക്കാരൻ കോർട്ടിൽ നിൽക്കുന്നു,କୋର୍ଟରେ ଠିଆ ହୋଇଥିବା ଜଣେ ଟେନିସ୍ ଖେଳାଳୀ |
2336491,86,80,341,239,women waiting to cross,पार करने के लिए इंतजार कर रही महिलाओं,ক্রস করার অপেক্ষায় মহিলারা,കടക്കാൻ കാത്തിരിക്കുന്ന സ്ത്രീകൾ,ପାର ହେବାକୁ ଅପେକ୍ଷା କରୁଥିବା ମହିଳାମାନେ |
2384579,20,128,121,62,blue tennis court with painted white boundary lines,नीले रंग की टेनिस कोर्ट जिसमें सफेद बाउंड्री लाइन है,আঁকা সাদা সীমানা লাইন দিয়ে নীল টেনিস কোর্ট,വെളള അതിർത്തി വരകളുള്ള നീല ടെന്നീസ് കോർട്ട്,ଧଳା ରଙ୍ଗର ସୀମା ରେଖା ସହିତ ନୀଳ ଟେନିସ୍ କୋର୍ଟ |
2413245,308,213,162,57,white asphalt with fine lines,महिन लाइनों के साथ सफेद डामर,সূক্ষ্ম লাইনের সাথে সাদা ডামাল,നേർത്ത വരകളുള്ള വെളുത്ത അസ്ഫാൽറ്റ്,ସୂକ୍ଷ୍ମ ରେଖା ସହିତ ଧଳା ଆସଫାଲ୍ଟ |
2362549,353,302,110,25,date the photo was taken,तारीख फोटो ली गई थी,তারিখটি ছবি তোলা হয়েছিল,ഫോട്ടോ എടുത്ത തീയതി,ଫଟୋ ଉଠାଯାଇଥିବା ତାରିଖ
2326422,186,359,40,23,block of cheese on plate,प्लेट पर पनीर का ब्लॉक,প্লেটে পনির ব্লক,പ്ലേറ്റിൽ ചീസ് ബ്ലോക്ക്,ପ୍ଲେଟରେ ପନିର ବ୍ଲକ୍ |
498354,0,452,815,570,They both are playing on a tennis court.,वे दोनों एक टेनिस कोर्ट पर खेल रहे हैं।,তারা দুজনেই টেনিস কোর্টে খেলছেন।,ഇരുവരും ടെന്നീസ് കോർട്ടിൽ കളിക്കുന്നു.,ଦୁହେଁ ଏକ ଟେନିସ୍ କୋର୍ଟରେ ଖେଳୁଛନ୍ତି |
2397646,216,383,114,29,leaves on tennis court,टेनिस कोर्ट पर पत्ते,টেনিস কোর্ট ছেড়ে,ടെന്നീസ് കോർട്ടിൽ ഇലകൾ,ଟେନିସ୍ କୋର୍ଟରେ ଛାଡିଛନ୍ତି |
2350921,68,93,148,236,a cross street sign,एक क्रॉस स्ट्रीट साइन,একটি ক্রস রাস্তার চিহ্ন,ഒരു ക്രോസ്സ് സ്ട്രീറ്റ് ചിഹ്നം,ଏକ କ୍ରସ୍ ଷ୍ଟ୍ରିଟ୍ ଚିହ୍ନ |
2411228,178,146,321,66,the net across their court,उनके दरबार में जाल,তাদের কোর্ট জুড়ে নেট,അവരുടെ കോർട്ടിന് കുറുകെ ഉള്ള വല,ସେମାନଙ୍କର କୋର୍ଟରେ ଜାଲ |
2413599,59,189,228,60,geyer springs street sign,गीयर स्प्रिंग्स स्ट्रीट साइन,জিয়ার স্প্রিংস রাস্তার চিহ্ন,ഗിയർ സ്പ്രിംഗ്സ് സ്ട്രീറ്റ് ചിഹ്നം,ଗାୟର୍ ସ୍ପ୍ରିଙ୍ଗ ରାସ୍ତା ଚିହ୍ନ |
2402536,85,7,232,317,couple guys walking on tennis court,टेनिस कोर्ट पर घूमते युगल,টেনিস কোর্টে হাঁটা দম্পতি,ടെന്നീസ് കോർട്ടിൽ നടക്കുന്ന കപ്പിൾസ്,ଟେନିସ୍ କୋର୍ଟରେ ଚାଲୁଥିବା ଦମ୍ପତି
4156,56,278,12,42,wooden cross hanging on a wall,एक दीवार पर लटका लकड़ी का क्रॉस,একটি দেয়ালে ঝুলন্ত কাঠের ক্রস,മരം കുരിശ് ചുമരിൽ തൂക്കിയിരിക്കുന്നു,କାନ୍ଥରେ ଝୁଲୁଥିବା କାଠ କ୍ରସ୍ |
2333627,343,351,57,22,cross structures for bridge support,पुल समर्थन के लिए क्रॉस संरचनाओं,ব্রিজ সমর্থন জন্য ক্রস কাঠামো,ബ്രിഡ്ജ് പിന്തുണയ്ക്കുള്ള ക്രോസ്സ് സ്ട്രക്ചറുകൾ,ବ୍ରିଜ୍ ସମର୍ଥନ ପାଇଁ କ୍ରସ୍ ସଂରଚନା |
498277,556,82,314,644,boy standing on tennis court,टेनिस कोर्ट पर खड़ा लड़का,টেনিস কোর্টে দাঁড়িয়ে ছেলে,പയ്യൻ ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്നു,ଟେନିସ୍ କୋର୍ଟରେ ଠିଆ ହୋଇଥିବା ବାଳକ |
2405817,22,0,156,392,Banana shaped yellow banana stand,केले के आकार का पीला केला स्टैंड,কলা আকারের হলুদ কলা স্ট্যান্ড,വാഴപ്പഴത്തിന്റെ ആകൃതിയിലുള്ള മഞ്ഞ വാഴ സ്റ്റാൻഡ്,କଦଳୀ ଆକୃତିର ହଳଦିଆ ବନ୍ଧା ଷ୍ଟାଣ୍ଡ |
2334650,292,474,39,24,A person below the date,तारीख से नीचे का व्यक्ति,তারিখের নীচে একজন ব্যক্তি,തീയതിക്ക് താഴെയുള്ള ഒരു വ്യക്തി,ତାରିଖ ତଳେ ଜଣେ ବ୍ୟକ୍ତି |
150368,0,151,1022,333,green tennis court with white lines,सफेद लाइनों के साथ हरी टेनिस कोर्ट,সাদা লাইন সঙ্গে সবুজ টেনিস কোর্ট,വെള്ള വരകളുള്ള ഗ്രീൻ ടെന്നീസ് കോർട്ട്,ଧଳା ରେଖା ସହିତ ସବୁଜ ଟେନିସ୍ କୋର୍ଟ |
2316165,10,3,455,289,man stand on skateboard,आदमी स्केटबोर्ड पर खड़ा है,মানুষ স্কেটবোর্ডে দাঁড়িয়ে আছে,മനുഷ്യൻ സ്കേറ്റ്ബോർഡിൽ നിൽക്കുന്നു,ମଣିଷ ସ୍କିଟ୍ ବୋର୍ଡରେ ଛିଡା ହୋଇଛି |
2386870,184,160,23,17,The front wheel of the second bus.,दूसरी बस का आगे का पहिया।,দ্বিতীয় বাসের সামনের চাকা।,രണ്ടാമത്തെ ബസ്സിന്റെ മുൻ ചക്രം.,ଦ୍ୱିତୀୟ ବସ୍ ର ଆଗ ଚକ |
2199,141,325,162,114,Bizarre sculpture on a coffee stand,एक कॉफी स्टैंड पर विचित्र मूर्तिकला,একটি কফি স্ট্যান্ডে উদ্ভট ভাস্কর্য,ഒരു കോഫി സ്റ്റാൻഡിലെ വിചിത്രമായ ശില്പം,ଏକ କଫି ଷ୍ଟାଣ୍ଡରେ ବିଚିତ୍ର ମୂର୍ତ୍ତି |
2392570,31,354,281,121,large cement block,बड़ा सीमेंट ब्लॉक,বড় সিমেন্ট ব্লক,വലിയ സിമൻറ് ബ്ലോക്ക്,ବଡ ସିମେଣ୍ଟ ବ୍ଲକ୍ |
2409479,79,205,102,87,this stand is yellow in color,यह स्टैंड पीले रंग का है,এই স্ট্যান্ডটি হলুদ বর্ণের,ഈ സ്റ്റാന്റ് മഞ്ഞ നിറത്തിലാണ്,ଏହି ଷ୍ଟାଣ୍ଡଟି ହଳଦିଆ ରଙ୍ଗର |
1179,456,414,144,42,date stamp of scene,दृश्य का दिनांक टिकट,দৃশ্যের তারিখ স্ট্যাম্প,സീനിന്റെ തീയതി സ്റ്റാമ്പ്,ଦୃଶ୍ୟର ତାରିଖ ଷ୍ଟାମ୍ପ୍ |
150293,557,342,207,169,Propellers too fast to see.,देखने में बहुत तेज प्रोपेलर,প্রোপেলাররা দেখতে খুব দ্রুত।,പ്രൊപ്പല്ലറുകൾ കാണാൻ വളരെ വേഗത്തിലാണ്.,ବିକ୍ରୟକାରୀମାନେ ଦେଖିବା ପାଇଁ ବହୁତ ଶୀଘ୍ର |
2334153,74,53,158,284,"a block, yellow, and white baseball uniform","एक ब्लॉक, पीला, और सफेद बेसबॉल वर्दी","একটি ব্লক, হলুদ এবং সাদা বেসবল ইউনিফর্ম","ഒരു ബ്ലോക്ക്, മഞ്ഞ, വെള്ള ബേസ്ബോൾ യൂണിഫോം","ଏକ ବ୍ଲକ, ହଳଦିଆ ଏବଂ ଧଳା ବେସବଲ୍ ୟୁନିଫର୍ମ |"
2391997,221,198,36,62,"players shoes are black, red, and white","खिलाड़ियों के जूते काले, लाल, और सफेद होते हैं","খেলোয়াড়ের জুতা কালো, লাল এবং সাদা","കളിക്കാരുടെ ഷൂസ് കറുപ്പ്, ചുവപ്പ്, വെള്ള എന്നിവയാണ്","ଖେଳାଳୀଙ୍କ ଜୋତା କଳା, ନାଲି ଏବଂ ଧଳା |"
2367219,249,120,92,115,The players are giving a high five,खिलाड़ी उच्च पांच दे रहे हैं,খেলোয়াড়রা উচ্চ পাঁচজন দিচ্ছেন,കളിക്കാർ ഹൈ ഫൈവ് നൽകുന്നു,ଖେଳାଳୀମାନେ ଉଚ୍ଚ ପାଞ୍ଚଟି ଦେଉଛନ୍ତି |
2380291,28,137,47,89,person has a stamp on her hand,व्यक्ति के हाथ में एक मोहर है,ব্যক্তির হাতে একটি স্ট্যাম্প আছে,വ്യക്തിയുടെ കൈയിൽ ഒരു സ്റ്റാമ്പ് ഉണ്ട്,ବ୍ୟକ୍ତିର ହାତରେ ଏକ ଷ୍ଟାମ୍ପ ଅଛି |
2317765,412,308,35,25,Copy right date 2010,सही तिथि 2010 की प्रतिलिपि बनाएँ,সঠিক তারিখ 2010 অনুলিপি করুন,പകർപ്പവകാശ തീയതി 2010,ସଠିକ୍ ତାରିଖ 2010 କପି କରନ୍ତୁ |
2390521,172,225,220,122,low grey wall behind players,खिलाड़ियों के पीछे कम ग्रे दीवार,খেলোয়াড়দের পিছনে কম ধূসর প্রাচীর,കളിക്കാർക്ക് പിന്നിൽ ചെറിയ ചാരനിറത്തിലുള്ള മതിൽ,ଖେଳାଳୀଙ୍କ ପଛରେ କମ୍ ଧୂସର କାନ୍ଥ |
2337165,0,113,499,72,a green part of a tennis court.,एक टेनिस कोर्ट का एक हरा हिस्सा।,টেনিস কোর্টের সবুজ অংশ।,ടെന്നീസ് കോർട്ടിന്റെ ഒരു പച്ച ഭാഗം.,ଏକ ଟେନିସ୍ କୋର୍ଟର ସବୁଜ ଅଂଶ |
2398507,124,88,41,59,the second street light,दूसरी स्ट्रीट लाइट,দ্বিতীয় স্ট্রিট লাইট,രണ്ടാമത്തെ തെരുവ് വെളിച്ചം,ଦ୍ୱିତୀୟ ଷ୍ଟ୍ରିଟ୍ ଲାଇଟ୍ |
2334411,145,95,202,278,Two tennis players standing together,एक साथ खड़े दो टेनिस खिलाड़ी,দুই টেনিস খেলোয়াড় একসাথে দাঁড়িয়ে,രണ്ട് ടെന്നീസ് കളിക്കാർ ഒരുമിച്ച് നിൽക്കുന്നു,ଦୁଇଜଣ ଠିଆ ହୋଇଥିବା ଟେନିସ୍ ଖେଳାଳୀ |
2361661,12,80,218,236,two tennis players wearing black shorts,काले शॉर्ट्स पहने दो टेनिस खिलाड़ी,কালো শর্টস পরা দুই টেনিস খেলোয়াড়,കറുത്ത ഷോർട്ട്സ് ധരിച്ച രണ്ട് ടെന്നീസ് കളിക്കാർ,କଳା ଶାର୍ଟ ପିନ୍ଧିଥିବା ଦୁଇ ଟେନିସ୍ ଖେଳାଳୀ |
2400227,238,195,62,24,the players socks are blue,खिलाड़ियों के नीले मोजे हैं,প্লেয়ার মোজা নীল হয়,കളിക്കാരുടെ സോക്സ് നീലയാണ്,ଖେଳାଳୀଙ୍କ ଚୁଡ଼ି ନୀଳ ଅଟେ |
1891,579,521,158,38,A red date stamp,एक लाल तारीख की मोहर,একটি লাল তারিখ স্ট্যাম্প,ഒരു ചുവന്ന തീയതി സ്റ്റാമ്പ്,ଏକ ଲାଲ୍ ତାରିଖ ଷ୍ଟାମ୍ପ୍ |
2411787,325,148,36,35,Monitor stand below monitor,मॉनीटर स्टैंड के नीचे मॉनीटर,মনিটরের মনিটরের নীচে স্ট্যান্ড করুন,മോണിറ്ററിന് താഴെയുള്ള മോണിറ്റർ സ്റ്റാന്റ്,ମନିଟର ତଳେ ଛିଡା ହୁଅନ୍ତୁ |
4574,118,242,252,95,a manual press machine,एक मैनुअल प्रेस मशीन,একটি ম্যানুয়াল প্রেস মেশিন,ഒരു മാനുവൽ പ്രസ്സ് മെഷീൻ,ଏକ ମାନୁଆଲ୍ ପ୍ରେସ୍ ମେସିନ୍ |
2412470,421,190,53,108,long black pipe on display stand,प्रदर्शन स्टैंड पर लंबे काले पाइप,ডিসপ্লে স্ট্যান্ডে দীর্ঘ কালো পাইপ,ഡിസ്പ്ലേ സ്റ്റാൻഡിലെ നീളമുള്ള കറുത്ത പൈപ്പ്,ପ୍ରଦର୍ଶନ ଷ୍ଟାଣ୍ଡରେ ଲମ୍ବା କଳା ପାଇପ୍ |
2413116,243,110,70,117,male cross country skier,पुरुष क्रॉस कंट्री स्कीयर,পুরুষ ক্রস কান্ট্রি স্কিয়ার,പുരുഷ ക്രോസ് കൺട്രി സ്കയർ,ପୁରୁଷ କ୍ରସ୍ ଦେଶ ସ୍କିର୍ |
2374090,104,240,288,175,models of airplanes on the tables,तालिकाओं पर हवाई जहाज के मॉडल,টেবিলগুলিতে বিমানের মডেল,ടേബിലിലെ വിമാനങ്ങളുടെ മോഡലുകൾ,ଟେବୁଲଗୁଡ଼ିକରେ ବିମାନର ମଡେଲ |
1159982,433,493,266,153,Man cross country skiing.,मैन क्रॉस कंट्री स्कीइंग।,ম্যান ক্রস কান্ট্রি স্কিইং।,ക്രോസ് കൺട്രി സ്കീയിംഗ് ചെയ്യുന്ന മനുഷ്യൻ,ମ୍ୟାନ୍ କ୍ରସ୍ ଦେଶ ସ୍କିଙ୍ଗ୍ |
2335630,138,38,195,70,the sign has white characters,साइन में सफेद अक्षर हैं,চিহ্নটিতে সাদা বর্ণ রয়েছে,ചിഹ്നത്തിൽ വെളുത്ത പ്രതീകങ്ങളുണ്ട്,ଚିହ୍ନର ଧଳା ଅକ୍ଷର ଅଛି |
2367265,22,361,29,80,red time stamp on the photo,फोटो पर लाल समय की मोहर,ছবির উপর লাল সময় স্ট্যাম্প,ഫോട്ടോയിലെ ചുവന്ന സമയ സ്റ്റാമ്പ്,ଫଟୋରେ ରେଡ୍ ଟାଇମ୍ ଷ୍ଟାମ୍ପ୍ |
2380507,174,2,170,371,little girl standing on a tennis court,टेनिस कोर्ट पर खड़ी एक छोटी लड़की,টেনিস কোর্টে দাঁড়িয়ে ছোট মেয়ে,ഒരു ചെറിയ പെൺകുട്ടി ടെന്നീസ് കോർട്ടിൽ നിൽക്കുന്നു,ଟେନିସ୍ କୋର୍ଟରେ ଠିଆ ହୋଇଥିବା ଛୋଟ ଝିଅ |
1591980,80,532,111,161,man cross country skiing during race,दौड़ के दौरान आदमी क्रॉस कंट्री स्कीइंग,ম্যান ক্রস কান্ট্রি স্কিইং রেসের সময়,ഓട്ടത്തിനിടയിൽ ക്രോസ് കൺട്രി സ്കീയിംഗ് ചെയ്യുന്ന മനുഷ്യൻ,ଦୌଡ଼ ସମୟରେ ମ୍ୟାନ୍ କ୍ରସ୍ ଦେଶ ସ୍କିଙ୍ଗ୍ |
2404526,16,12,467,84,Cement forms sticking out of ground.,जमीन से चिपके हुए सीमेंट के रूप।,সিমেন্ট ফর্ম স্থল থেকে দূরে থাকে।,സിമൻറ് രൂപങ്ങൾ നിലത്തു നിന്ന് പുറത്തുകടക്കുന്നു.,ଭୂମିରୁ ବାହାରୁଥିବା ସିମେଣ୍ଟ ଫର୍ମ |
4189,369,152,62,15,Sandwich on the second shelf.,दूसरे शेल्फ पर सैंडविच।,দ্বিতীয় বালুচরে স্যান্ডউইচ।,രണ്ടാമത്തെ തട്ടിൽ സാൻഡ്‌വിച്ച്.,ଦ୍ୱିତୀୟ ସେଲରେ ସାଣ୍ଡୱିଚ୍ |
2364060,53,149,381,82,the english muffins are toasted,अंग्रेजी मफिन सिका हुआ हैं,ইংলিশ মাফলিন টোস্ট করা হয়,ടോസ്റ്റുചെയ്ത ഇംഗ്ലീഷ് മഫിനുകൾ,ଇଂରାଜୀ ମଫିନ୍ ଟୋଷ୍ଟ କରାଯାଏ |
2367390,483,148,15,113,yellow front of second train,दूसरी ट्रेन का पीला मोर्चा,দ্বিতীয় ট্রেনের হলুদ সামনে,രണ്ടാമത്തെ ട്രെയിനിന്റെ മഞ്ഞ ഫ്രണ്ട്,ଦ୍ୱିତୀୟ ଟ୍ରେନର ହଳଦିଆ ସାମ୍ନା |
2378224,54,86,410,202,models posing on motorcycle,मोटर साइकिल पर प्रस्तुत मॉडल,মডেল মোটরসাইকেলের উপর অঙ্গবিন্যাস,മോട്ടോർ സൈക്കിളിൽ പോസ് ചെയ്യുന്ന മോഡലുകൾ,ମୋଟରସାଇକେଲରେ ପୋଜ୍ କରୁଥିବା ମଡେଲ୍ |
2387743,24,266,199,207,This open-air stand takes place in Jamaica,यह ओपन-एयर स्टैंड जमैका में होता है,এই ওপেন-এয়ার স্ট্যান্ডটি জামাইকাতে স্থান নেয়,ഈ ഓപ്പൺ എയർ സ്റ്റാൻഡ് ജമൈക്കയിലാണ് നടക്കുന്നത്,ଏହି ଖୋଲା ଆକାଶ ଷ୍ଟାଣ୍ଡ ଜାମାଇକାରେ ହୋଇଥାଏ |
2412756,46,85,182,228,clear stand for controller,नियंत्रक के लिए स्पष्ट स्टैंड,নিয়ামক জন্য স্পষ্ট অবস্থান,കൺട്രോളറിനുള്ള വ്യക്തമായ സ്റ്റാന്റ്,ନିୟନ୍ତ୍ରକ ପାଇଁ ସ୍ୱଚ୍ଛ ଷ୍ଟାଣ୍ଡ |
2369348,219,334,24,37,black armed forces name on wing,काले सशस्त्र बलों के नाम विंग पर,কালো সশস্ত্র বাহিনীর নাম উইংয়ে,കറുത്ത സായുധ സേനയുടെ പേര് ചിറകിൽ,କଳା ସଶସ୍ତ୍ର ବାହିନୀର ନାମ ଡେଣା ଉପରେ |
2351040,465,63,17,6,second base found directly behind the pitcher,दूसरा आधार सीधे घड़े के पीछे मिला,কলসিটির পিছনে সরাসরি দ্বিতীয় বেস পাওয়া যায়,പിച്ചറിന് പിന്നിൽ നേരിട്ട് കണ്ടെത്തിയ രണ്ടാമത്തെ അടിത്തറ,ଦ୍ୱିତୀୟ ବେସ୍ ସିଧାସଳଖ ପାତ୍ର ପଛରେ ମିଳିଲା |
2405155,319,31,39,39,A cross on a tower.,एक टॉवर पर एक क्रॉस।,একটি টাওয়ারের উপরে একটি ক্রস।,ഗോപുരത്തിന്റെ മുകളിൽ ഒരു കുരിശ്.,ଏକ ଗଡ଼ ଉପରେ ଏକ କ୍ରସ୍ |
2409288,11,9,474,355,picture taken at drive up fast food chain,फास्ट फूड चेन ड्राइव पर लिया गया चित्र,ড্রাইভ আপ ফাস্ট ফুড চেইন ছবি,ഡ്രൈവ് അപ്പ് ഫാസ്റ്റ്ഫുഡ് ചെയിനിൽ എടുത്ത ചിത്രം,ଫାଷ୍ଟଫୁଡ୍ ଚେନ୍ ଡ୍ରାଇଭ୍ ରେ ନିଆଯାଇଥିବା ଚିତ୍ର |
2383271,79,203,210,259,two horses stand on hill,दो घोड़े पहाड़ पर खड़े हैं,দুটি ঘোড়া পাহাড়ে দাঁড়িয়ে আছে,രണ്ട് കുതിരകൾ കുന്നിൻ മുകളിൽ നിൽക്കുന്നു,ଦୁଇଟି ଘୋଡା ପାହାଡ ଉପରେ ଠିଆ ହୁଅନ୍ତି |
2415809,180,67,144,101,cross centered in curved panels,घुमावदार पैनलों में क्रॉस केंद्रित है,বক্র প্যানেল কেন্দ্রিক ক্রস,വളഞ്ഞ പാനലുകളിൽ കേന്ദ്രീകരിച്ചിരിക്കുന്നു ക്രോസ്,ବକ୍ର ପ୍ୟାନେଲରେ କ୍ରସ୍ କେନ୍ଦ୍ରିତ |
2351091,0,450,230,42,white stripes in road is a pedestrian cross walk,सड़क में सफ़ेद धारियाँ एक पैदल यात्री क्रॉस वॉक हैं,রাস্তায় সাদা স্ট্রাইপগুলি একটি পথচারী ক্রস হাঁটা,റോഡിലെ വെളുത്ത വരകൾ കാൽനടയാത്രക്കാരുടെ ക്രോസ് വാക്ക് ആണ്,ରାସ୍ତାରେ ଧଳା ରେଖା ହେଉଛି ଏକ ପଥଚାରୀ କ୍ରସ୍ ଚାଲିବା |
2405882,102,318,118,48,Box springs of bed.,बॉक्स बिस्तर के स्प्रिंग्स।,বিছানা বক্স স্প্রিংস।,കിടക്കയിലെ ബോക്സ് സ്പ്രിങ്ങ്സ്.,ଶଯ୍ୟାର ବାକ୍ସ ସ୍ପ୍ରିଙ୍ଗ |
2347230,5,355,13,28,The water bottle on the side of the court.,कोर्ट की तरफ पानी की बोतल।,কোর্টের পাশে জলের বোতল,കോർട്ടിന്റെ വശത്തുള്ള വാട്ടർ ബോട്ടിൽ.,କୋର୍ଟ ପାର୍ଶ୍ୱରେ ଥିବା ପାଣି ବୋତଲ |
2333664,13,141,220,15,A small wave forms on the water.,पानी पर एक छोटी लहर बनती है।,জলের উপর একটি ছোট তরঙ্গ গঠন করে।,ഒരു ചെറിയ തരംഗം വെള്ളത്തിൽ രൂപം കൊള്ളുന്നു.,ପାଣି ଉପରେ ଏକ ଛୋଟ ତରଙ୍ଗ ସୃଷ୍ଟି ହୁଏ |
2394670,0,0,430,285,a daytime picture of a couple cross country skiing,एक युगल क्रॉस कंट्री स्कीइंग की एक दिन की तस्वीर,একটি দম্পতি ক্রস কান্ট্রি স্কিইংয়ের একটি দিনের চিত্র,ക്രോസ് കൺട്രി സ്കീയിംഗിങ്ങ് ചെയ്യുന്ന ദമ്പതികളുടെ ഒരു പകൽ ചിത്രം,ଏକ ଦମ୍ପତି କ୍ରସ୍ ଦେଶ ସ୍କିକିଙ୍ଗର ଦିନର ଚିତ୍ର |
2349819,9,192,339,295,Cars moving at a very fast speed,बहुत तेज गति से चलती हुई कारें,গাড়িগুলি খুব দ্রুত গতিতে চলেছে,വളരെ വേഗതത്തിൽ സഞ്ചരിക്കുന്ന കാറുകൾ,କାରଗୁଡିକ ଅତି ଦ୍ରୁତ ଗତିରେ ଗତି କରେ |
2410111,132,202,89,80,a tree on a city block,एक शहर ब्लॉक पर एक पेड़,একটি শহরের ব্লকের একটি গাছ,സിറ്റി ബ്ലോക്കിലെ ഒരു മരം,ସହର ବ୍ଲକରେ ଏକ ଗଛ |
2407919,205,15,248,112,a cement block wall,एक सीमेंट ब्लॉक दीवार,একটি সিমেন্ট ব্লক প্রাচীর,ഒരു സിമന്റ് ബ്ലോക്ക് മതിൽ,ଏକ ସିମେଣ୍ଟ ବ୍ଲକ୍ କାନ୍ଥ |
2327228,128,222,80,53,computer monitor on the stand,स्टैंड पर कंप्यूटर मॉनिटर,স্ট্যান্ডে কম্পিউটার মনিটর,സ്റ്റാൻഡിലെ കമ്പ്യൂട്ടർ മോണിറ്റർ,ଷ୍ଟାଣ୍ଡରେ କମ୍ପ୍ୟୁଟର ମନିଟର |
2380412,185,45,312,102,snow on the trees at a cross-country ski race,एक क्रॉस-कंट्री स्की रेस में पेड़ों पर बर्फ,ক্রস-কান্ট্রি স্কি রেসে গাছগুলিতে তুষার,ഒരു ക്രോസ്-കൺട്രി സ്കൈ മൽസരത്തിൽ മരങ്ങളിൽ മഞ്ഞ്,ଏକ କ୍ରସ୍ ଦେଶ ସ୍କି ରେସରେ ଗଛ ଉପରେ ବରଫ |
2361820,314,73,162,41,the second engine of the train,ट्रेन का दूसरा इंजन,ট্রেনের দ্বিতীয় ইঞ্জিন,ട്രെയിനിന്റെ രണ്ടാമത്തെ എഞ്ചിൻ,ଟ୍ରେନର ଦ୍ୱିତୀୟ ଇଞ୍ଜିନ୍ |
